id,title,brand,category,subcategory,description,your_cost_usd,normal_value_usd,offer_type,conditions,requires_card,location_scope,country,state,city,online,source_url,verification_status,last_checked,confidence,publish_ready,notes
2381,"Free career workshops — Saint Paul, MN",Free career workshops,LEARN FREE,Career,"Free résumé, job-search, interview or career workshops in Saint Paul, MN.",0,,Career resource,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MN,Saint Paul,NO,https://www.careeronestop.org/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2382,"American Job Center free services — Saint Paul, MN",American Job Center free services,LEARN FREE,Career,"No-cost employment assistance and workforce services available around Saint Paul, MN.",0,,Government workforce service,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MN,Saint Paul,NO,https://www.careeronestop.org/LocalHelp/AmericanJobCenters/american-job-centers.aspx,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2383,"SCORE free small-business mentoring — Saint Paul, MN",SCORE free small-business mentoring,LEARN FREE,Business,"Free SCORE mentoring and selected workshops accessible to entrepreneurs in Saint Paul, MN.",0,,Free mentoring,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MN,Saint Paul,NO,https://www.score.org/,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2384,"SBA free business training — Saint Paul, MN",SBA free business training,LEARN FREE,Business,"Free SBA learning resources, local events and partner training relevant to Saint Paul, MN.",0,,Free business education,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MN,Saint Paul,NO,https://www.sba.gov/sba-learning-platform,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2385,"Free tax-prep assistance leads — Saint Paul, MN",Free tax-prep assistance leads,GET FREE,Tax Help,"Free tax-preparation assistance programs such as VITA/TCE to verify around Saint Paul, MN during tax season.",0,,Eligibility/seasonal service,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MN,Saint Paul,NO,https://www.irs.gov/individuals/free-tax-return-preparation-for-qualifying-taxpayers,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2386,"211 free community-resource search — Saint Paul, MN",211 free community-resource search,GET FREE,Community Support,"Free 211 referral and community-resource discovery for residents of Saint Paul, MN.",0,,Free referral service,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MN,Saint Paul,NO,https://www.211.org/,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2387,"FindHelp free local assistance search — Saint Paul, MN",FindHelp free local assistance search,GET FREE,Community Support,"Free search for local food, housing, health and community-support programs around Saint Paul, MN.",0,,Free referral service,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MN,Saint Paul,NO,https://www.findhelp.org/,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2388,"NPS nearby fee-free site discovery — Saint Paul, MN",NPS nearby fee-free site discovery,GO FREE,National Parks,"National Park Service sites near Saint Paul, MN that may be fee-free year-round; verify the specific site before publishing.",0,,Public-land discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MN,Saint Paul,NO,https://www.nps.gov/aboutus/entrance-fee-prices.htm,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2389,"Free walking tours / self-guided routes — Saint Paul, MN",Free walking tours / self-guided routes,GO FREE,Walking Tours,"Free self-guided historic walks, public art routes and walking-tour resources to verify in Saint Paul, MN.",0,,Self-guided activity,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MN,Saint Paul,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2390,"Free community health screenings/events — Saint Paul, MN",Free community health screenings/events,GET FREE,Health,"No-cost community health fairs, screenings or wellness events to verify around Saint Paul, MN.",0,,Community health event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MN,Saint Paul,NO,https://www.hhs.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2391,"Eventbrite free events — Santa Ana, CA",Eventbrite free events,GO FREE,Events,"Free event listings on Eventbrite in Santa Ana, CA.",0,,Free event discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.eventbrite.com/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2392,"Meetup free community events — Santa Ana, CA",Meetup free community events,GO FREE,Community,"Free or no-cost Meetup events and groups in Santa Ana, CA.",0,,Free event discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.meetup.com/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2393,"Public library free programs — Santa Ana, CA",Public library free programs,LEARN FREE,Library,"Free classes, talks, clubs, workshops and programs through public libraries serving Santa Ana, CA.",0,,Resident/community program,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.imls.gov/research-evaluation/surveys/public-libraries-survey-pls,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2394,"Public library museum-pass programs — Santa Ana, CA",Public library museum-pass programs,GO FREE,Library Perks,"Potential free or discounted museum-pass programs available through libraries serving Santa Ana, CA.",0,,Library-card benefit,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.imls.gov/research-evaluation/surveys/public-libraries-survey-pls,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2395,"City parks free events — Santa Ana, CA",City parks free events,GO FREE,Parks,"Free city park programming, festivals and community events in Santa Ana, CA.",0,,Public event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2396,"Parks & recreation free fitness — Santa Ana, CA",Parks & recreation free fitness,PLAY FREE,Fitness,"Potential free fitness classes, walking groups or recreation sessions in Santa Ana, CA.",0,,Public recreation,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2397,"Free concerts in parks — Santa Ana, CA",Free concerts in parks,GO FREE,Music,"Seasonal free outdoor concerts and music events in Santa Ana, CA.",0,,Seasonal event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2398,"Free outdoor movies — Santa Ana, CA",Free outdoor movies,GO FREE,Movies,"Seasonal free outdoor movie screenings in Santa Ana, CA.",0,,Seasonal event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2399,"Free museum days — Santa Ana, CA",Free museum days,GO FREE,Museums,"Museum free-admission days or hours to verify in Santa Ana, CA.",0,,Timed/conditional admission,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.arts.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2400,"Always-free museums & galleries — Santa Ana, CA",Always-free museums & galleries,GO FREE,Museums,"Always-free museums, university galleries or cultural spaces to verify in Santa Ana, CA.",0,,Free admission discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.arts.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2401,"University public lectures — Santa Ana, CA",University public lectures,LEARN FREE,University,"Free public lectures, panels and academic events at colleges and universities in Santa Ana, CA.",0,,Public education event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.ed.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2402,"University galleries & exhibitions — Santa Ana, CA",University galleries & exhibitions,GO FREE,University Arts,"Free university gallery exhibitions and campus museums to verify in Santa Ana, CA.",0,,Free admission discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.ed.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2403,"Free kids library activities — Santa Ana, CA",Free kids library activities,KIDS FREE,Kids,"Free story times, crafts, STEM sessions and kids activities at libraries serving Santa Ana, CA.",0,,Community program,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.imls.gov/research-evaluation/surveys/public-libraries-survey-pls,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2404,"Free family community events — Santa Ana, CA",Free family community events,KIDS FREE,Family,"Free family festivals, fairs and community events in Santa Ana, CA.",0,,Community event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2405,"VolunteerMatch opportunities — Santa Ana, CA",VolunteerMatch opportunities,GO FREE,Volunteering,"Free volunteer opportunities and community projects around Santa Ana, CA.",0,,Volunteer activity,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.volunteermatch.org/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2406,"Idealist volunteer opportunities — Santa Ana, CA",Idealist volunteer opportunities,GO FREE,Volunteering,"Volunteer and community-service opportunities listed for the Santa Ana, CA area.",0,,Volunteer activity,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.idealist.org/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2407,"Free art walks — Santa Ana, CA",Free art walks,GO FREE,Art,"Free gallery walks, open studios and art-district events to verify in Santa Ana, CA.",0,,Community arts event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.arts.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2408,"Free cultural festivals — Santa Ana, CA",Free cultural festivals,GO FREE,Festivals,"Free cultural, heritage and neighborhood festivals to verify in Santa Ana, CA.",0,,Festival,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.arts.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2409,"Free farmers-market entry/events — Santa Ana, CA",Free farmers-market entry/events,GO FREE,Markets,"Free-entry farmers markets and market programming in Santa Ana, CA; purchases optional.",0,,Free-entry market,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.ams.usda.gov/local-food-directories/farmersmarkets,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2410,"Free maker workshops — Santa Ana, CA",Free maker workshops,LEARN FREE,Workshops,"Free maker, craft, repair, coding or DIY workshops to verify around Santa Ana, CA.",0,,Workshop,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.imls.gov/research-evaluation/surveys/public-libraries-survey-pls,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2411,"Free career workshops — Santa Ana, CA",Free career workshops,LEARN FREE,Career,"Free résumé, job-search, interview or career workshops in Santa Ana, CA.",0,,Career resource,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.careeronestop.org/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2412,"American Job Center free services — Santa Ana, CA",American Job Center free services,LEARN FREE,Career,"No-cost employment assistance and workforce services available around Santa Ana, CA.",0,,Government workforce service,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.careeronestop.org/LocalHelp/AmericanJobCenters/american-job-centers.aspx,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2413,"SCORE free small-business mentoring — Santa Ana, CA",SCORE free small-business mentoring,LEARN FREE,Business,"Free SCORE mentoring and selected workshops accessible to entrepreneurs in Santa Ana, CA.",0,,Free mentoring,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.score.org/,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2414,"SBA free business training — Santa Ana, CA",SBA free business training,LEARN FREE,Business,"Free SBA learning resources, local events and partner training relevant to Santa Ana, CA.",0,,Free business education,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.sba.gov/sba-learning-platform,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2415,"Free tax-prep assistance leads — Santa Ana, CA",Free tax-prep assistance leads,GET FREE,Tax Help,"Free tax-preparation assistance programs such as VITA/TCE to verify around Santa Ana, CA during tax season.",0,,Eligibility/seasonal service,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.irs.gov/individuals/free-tax-return-preparation-for-qualifying-taxpayers,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2416,"211 free community-resource search — Santa Ana, CA",211 free community-resource search,GET FREE,Community Support,"Free 211 referral and community-resource discovery for residents of Santa Ana, CA.",0,,Free referral service,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.211.org/,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2417,"FindHelp free local assistance search — Santa Ana, CA",FindHelp free local assistance search,GET FREE,Community Support,"Free search for local food, housing, health and community-support programs around Santa Ana, CA.",0,,Free referral service,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.findhelp.org/,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2418,"NPS nearby fee-free site discovery — Santa Ana, CA",NPS nearby fee-free site discovery,GO FREE,National Parks,"National Park Service sites near Santa Ana, CA that may be fee-free year-round; verify the specific site before publishing.",0,,Public-land discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.nps.gov/aboutus/entrance-fee-prices.htm,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2419,"Free walking tours / self-guided routes — Santa Ana, CA",Free walking tours / self-guided routes,GO FREE,Walking Tours,"Free self-guided historic walks, public art routes and walking-tour resources to verify in Santa Ana, CA.",0,,Self-guided activity,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2420,"Free community health screenings/events — Santa Ana, CA",Free community health screenings/events,GET FREE,Health,"No-cost community health fairs, screenings or wellness events to verify around Santa Ana, CA.",0,,Community health event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,CA,Santa Ana,NO,https://www.hhs.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2421,"Eventbrite free events — Cincinnati, OH",Eventbrite free events,GO FREE,Events,"Free event listings on Eventbrite in Cincinnati, OH.",0,,Free event discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,OH,Cincinnati,NO,https://www.eventbrite.com/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2422,"Meetup free community events — Cincinnati, OH",Meetup free community events,GO FREE,Community,"Free or no-cost Meetup events and groups in Cincinnati, OH.",0,,Free event discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,OH,Cincinnati,NO,https://www.meetup.com/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2423,"Public library free programs — Cincinnati, OH",Public library free programs,LEARN FREE,Library,"Free classes, talks, clubs, workshops and programs through public libraries serving Cincinnati, OH.",0,,Resident/community program,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,OH,Cincinnati,NO,https://www.imls.gov/research-evaluation/surveys/public-libraries-survey-pls,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2424,"Public library museum-pass programs — Cincinnati, OH",Public library museum-pass programs,GO FREE,Library Perks,"Potential free or discounted museum-pass programs available through libraries serving Cincinnati, OH.",0,,Library-card benefit,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,OH,Cincinnati,NO,https://www.imls.gov/research-evaluation/surveys/public-libraries-survey-pls,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2425,"City parks free events — Cincinnati, OH",City parks free events,GO FREE,Parks,"Free city park programming, festivals and community events in Cincinnati, OH.",0,,Public event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,OH,Cincinnati,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2426,"Parks & recreation free fitness — Cincinnati, OH",Parks & recreation free fitness,PLAY FREE,Fitness,"Potential free fitness classes, walking groups or recreation sessions in Cincinnati, OH.",0,,Public recreation,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,OH,Cincinnati,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2427,"Free concerts in parks — Cincinnati, OH",Free concerts in parks,GO FREE,Music,"Seasonal free outdoor concerts and music events in Cincinnati, OH.",0,,Seasonal event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,OH,Cincinnati,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2428,"Free outdoor movies — Cincinnati, OH",Free outdoor movies,GO FREE,Movies,"Seasonal free outdoor movie screenings in Cincinnati, OH.",0,,Seasonal event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,OH,Cincinnati,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2429,"Free museum days — Cincinnati, OH",Free museum days,GO FREE,Museums,"Museum free-admission days or hours to verify in Cincinnati, OH.",0,,Timed/conditional admission,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,OH,Cincinnati,NO,https://www.arts.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2430,"Always-free museums & galleries — Cincinnati, OH",Always-free museums & galleries,GO FREE,Museums,"Always-free museums, university galleries or cultural spaces to verify in Cincinnati, OH.",0,,Free admission discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,OH,Cincinnati,NO,https://www.arts.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2431,"University public lectures — Cincinnati, OH",University public lectures,LEARN FREE,University,"Free public lectures, panels and academic events at colleges and universities in Cincinnati, OH.",0,,Public education event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,OH,Cincinnati,NO,https://www.ed.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
2432,"University galleries & exhibitions — Cincinnati, OH",University galleries & exhibitions,GO FREE,University Arts,"Free university gallery exhibitions and campus museums to verify in Cincinnati, OH.",0,,Free admission discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,OH,Cincinnati,NO,https://www.ed.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
