id,title,brand,category,subcategory,description,your_cost_usd,normal_value_usd,offer_type,conditions,requires_card,location_scope,country,state,city,online,source_url,verification_status,last_checked,confidence,publish_ready,notes
282,Mailchimp Free availability — $0 Plan/Access,Mailchimp Free availability,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://mailchimp.com/pricing/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
283,Brevo Free — $0 Plan/Access,Brevo Free,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://www.brevo.com/pricing/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
284,MailerLite Free — $0 Plan/Access,MailerLite Free,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://www.mailerlite.com/pricing,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
285,ConvertKit/Kit Free — $0 Plan/Access,ConvertKit/Kit Free,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://kit.com/pricing,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
286,Beehiiv Launch — $0 Plan/Access,Beehiiv Launch,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://www.beehiiv.com/pricing,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
287,Substack — $0 Plan/Access,Substack,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://substack.com/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
288,Buffer Free — $0 Plan/Access,Buffer Free,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://buffer.com/pricing,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
289,Later Free availability — $0 Plan/Access,Later Free availability,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://later.com/pricing/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
290,Hootsuite trial check — $0 Plan/Access,Hootsuite trial check,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://www.hootsuite.com/plans,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
291,Linktree Free — $0 Plan/Access,Linktree Free,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://linktr.ee/s/pricing/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
292,Carrd Free — $0 Plan/Access,Carrd Free,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://carrd.co/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
293,WordPress.com Free — $0 Plan/Access,WordPress.com Free,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://wordpress.com/pricing/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
294,Wix Free Website — $0 Plan/Access,Wix Free Website,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://www.wix.com/upgrade/website,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
295,Weebly Free — $0 Plan/Access,Weebly Free,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://www.weebly.com/pricing,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
296,Google Sites — $0 Plan/Access,Google Sites,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://sites.google.com/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
297,Blogger — $0 Plan/Access,Blogger,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://www.blogger.com/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
298,Medium Free Reading/Writing — $0 Plan/Access,Medium Free Reading/Writing,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://medium.com/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
299,Mastodon — $0 Plan/Access,Mastodon,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://joinmastodon.org/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
300,Bluesky — $0 Plan/Access,Bluesky,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://bsky.app/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
301,Pinterest — $0 Plan/Access,Pinterest,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://www.pinterest.com/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
302,National Park Service Junior Ranger Programs — Free,National Park Service Junior Ranger Programs,KIDS FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,NO,https://www.nps.gov/kids/become-a-junior-ranger.htm,Official/public-interest source,2026-08-18,High,YES,
303,NASA STEM at Home — Free,NASA STEM at Home,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.nasa.gov/stem/,Official/public-interest source,2026-08-18,High,YES,
304,NOAA Education Resources — Free,NOAA Education Resources,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.noaa.gov/education,Official/public-interest source,2026-08-18,High,YES,
305,National Weather Service Forecasts — Free,National Weather Service Forecasts,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.weather.gov/,Official/public-interest source,2026-08-18,High,YES,
306,USA.gov Government Services — Free,USA.gov Government Services,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.usa.gov/,Official/public-interest source,2026-08-18,High,YES,
307,IRS Free File — Free,IRS Free File,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.irs.gov/filing/irs-free-file-do-your-taxes-for-free,Official/public-interest source,2026-08-18,High,YES,
308,AnnualCreditReport.com Free Credit Reports — Free,AnnualCreditReport.com Free Credit Reports,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.annualcreditreport.com/,Official/public-interest source,2026-08-18,High,YES,
309,FTC IdentityTheft.gov Recovery Plan — Free,FTC IdentityTheft.gov Recovery Plan,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.identitytheft.gov/,Official/public-interest source,2026-08-18,High,YES,
310,Consumer Financial Protection Bureau Tools — Free,Consumer Financial Protection Bureau Tools,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.consumerfinance.gov/consumer-tools/,Official/public-interest source,2026-08-18,High,YES,
311,FDIC Money Smart — Free,FDIC Money Smart,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.fdic.gov/consumer-resource-center/money-smart,Official/public-interest source,2026-08-18,High,YES,
312,MyMoney.gov Financial Education — Free,MyMoney.gov Financial Education,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.mymoney.gov/,Official/public-interest source,2026-08-18,High,YES,
313,MedlinePlus — Free,MedlinePlus,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://medlineplus.gov/,Official/public-interest source,2026-08-18,High,YES,
314,ClinicalTrials.gov — Free,ClinicalTrials.gov,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://clinicaltrials.gov/,Official/public-interest source,2026-08-18,High,YES,
315,CDC Publications & Resources — Free,CDC Publications & Resources,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.cdc.gov/,Official/public-interest source,2026-08-18,High,YES,
316,Ready.gov Preparedness Guides — Free,Ready.gov Preparedness Guides,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.ready.gov/,Official/public-interest source,2026-08-18,High,YES,
317,FEMA Independent Study Courses — Free,FEMA Independent Study Courses,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://training.fema.gov/is/,Official/public-interest source,2026-08-18,High,YES,
318,National Archives Founders Online — Free,National Archives Founders Online,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://founders.archives.gov/,Official/public-interest source,2026-08-18,High,YES,
319,Congress.gov — Free,Congress.gov,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.congress.gov/,Official/public-interest source,2026-08-18,High,YES,
320,Supreme Court Opinions — Free,Supreme Court Opinions,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.supremecourt.gov/opinions/opinions.aspx,Official/public-interest source,2026-08-18,High,YES,
321,GovInfo — Free,GovInfo,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.govinfo.gov/,Official/public-interest source,2026-08-18,High,YES,
322,USGS Topographic Maps / TopoView — Free,USGS Topographic Maps / TopoView,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://ngmdb.usgs.gov/topoview/,Official/public-interest source,2026-08-18,High,YES,
323,USGS EarthExplorer Account Access — Free,USGS EarthExplorer Account Access,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://earthexplorer.usgs.gov/,Official/public-interest source,2026-08-18,High,YES,
324,National Map Viewer — Free,National Map Viewer,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://apps.nationalmap.gov/viewer/,Official/public-interest source,2026-08-18,High,YES,
325,National Agricultural Library Digital Collections — Free,National Agricultural Library Digital Collections,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.nal.usda.gov/,Official/public-interest source,2026-08-18,High,YES,
326,USDA MyPlate — Free,USDA MyPlate,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.myplate.gov/,Official/public-interest source,2026-08-18,High,YES,
327,National Library of Medicine Digital Collections — Free,National Library of Medicine Digital Collections,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://collections.nlm.nih.gov/,Official/public-interest source,2026-08-18,High,YES,
328,National Gallery of Art General Admission — Free,National Gallery of Art General Admission,GO FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Local,US,,,NO,https://www.nga.gov/visit.html,Official/public-interest source,2026-08-18,High,YES,
329,United States Botanic Garden Admission — Free,United States Botanic Garden Admission,GO FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Local,US,,,NO,https://www.usbg.gov/visit,Official/public-interest source,2026-08-18,High,YES,
330,Library of Congress Visitor Entry — Free,Library of Congress Visitor Entry,GO FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,NO,https://www.loc.gov/visit/,Official/public-interest source,2026-08-18,High,YES,
331,National Archives Museum Admission — Free,National Archives Museum Admission,GO FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Local,US,,,NO,https://museum.archives.gov/,Official/public-interest source,2026-08-18,High,YES,
332,Bureau of Engraving and Printing Tour info — Free,Bureau of Engraving and Printing Tour info,GO FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,NO,https://www.bep.gov/visitor-centers/washington-dc-tour-and-visitor-center,Official/public-interest source,2026-08-18,High,YES,
333,Federal Reserve Education — Free,Federal Reserve Education,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.federalreserveeducation.org/,Official/public-interest source,2026-08-18,High,YES,
334,National Museum of the United States Air Force Admission — Free,National Museum of the United States Air Force Admission,GO FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Local,US,,,NO,https://www.nationalmuseum.af.mil/Visit/,Official/public-interest source,2026-08-18,High,YES,
335,U.S. Army Museum General Admission — Free,U.S. Army Museum General Admission,GO FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Local,US,,,NO,https://www.thenmusa.org/visit/,Official/public-interest source,2026-08-18,High,YES,
336,U.S. Navy Museum General Admission — Free,U.S. Navy Museum General Admission,GO FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Local,US,,,NO,https://www.history.navy.mil/content/history/museums/nmusn.html,Official/public-interest source,2026-08-18,High,YES,
337,National Museum of the Marine Corps Admission — Free,National Museum of the Marine Corps Admission,GO FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Local,US,,,NO,https://www.usmcmuseum.com/,Official/public-interest source,2026-08-18,High,YES,
338,National Museum of the U.S. Army Online Collections — Free,National Museum of the U.S. Army Online Collections,LEARN FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Local,US,,,YES,https://history.army.mil/,Official/public-interest source,2026-08-18,High,YES,
339,National Park Service Webcams — Free,National Park Service Webcams,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.nps.gov/subjects/air/webcams.htm,Official/public-interest source,2026-08-18,High,YES,
340,National Park Service App — Free,National Park Service App,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.nps.gov/subjects/digital/nps-apps.htm,Official/public-interest source,2026-08-18,High,YES,
341,Recreation.gov Trip Planning Account — Free,Recreation.gov Trip Planning Account,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.recreation.gov/,Official/public-interest source,2026-08-18,High,YES,
342,National Wildlife Refuge System Visitor Access resources — Free,National Wildlife Refuge System Visitor Access resources,GO FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,NO,https://www.fws.gov/program/national-wildlife-refuge-system,Official/public-interest source,2026-08-18,High,YES,
343,eBird Free Birding Database — Free,eBird Free Birding Database,PLAY FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,NO,https://ebird.org/,Official/public-interest source,2026-08-18,High,YES,
344,AllTrails Free Tier — Free,AllTrails Free Tier,PLAY FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,NO,https://www.alltrails.com/,Official/public-interest source,2026-08-18,High,YES,
345,Geocaching Basic Membership — Free,Geocaching Basic Membership,PLAY FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,NO,https://www.geocaching.com/,Official/public-interest source,2026-08-18,High,YES,
346,Meetup Free Event Discovery — Free,Meetup Free Event Discovery,GO FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,NO,https://www.meetup.com/,Official/public-interest source,2026-08-18,High,YES,
347,Eventbrite Free Event Discovery — Free,Eventbrite Free Event Discovery,GO FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,NO,https://www.eventbrite.com/,Official/public-interest source,2026-08-18,High,YES,
348,VolunteerMatch — Free,VolunteerMatch,GO FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,NO,https://www.volunteermatch.org/,Official/public-interest source,2026-08-18,High,YES,
349,Idealist Volunteer Search — Free,Idealist Volunteer Search,GO FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,NO,https://www.idealist.org/,Official/public-interest source,2026-08-18,High,YES,
350,211 Community Resource Search — Free,211 Community Resource Search,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.211.org/,Official/public-interest source,2026-08-18,High,YES,
351,FindHelp.org Social Care Search — Free,FindHelp.org Social Care Search,ONLINE FREE,Public / Government / Community,"Free public-interest service, resource, admission, or discovery tool.",0,,Free public resource,"Eligibility, reservations, local fees, parking, or specific program rules may apply.",Unknown,Nationwide,US,,,YES,https://www.findhelp.org/,Official/public-interest source,2026-08-18,High,YES,
352,Starbucks Rewards — Birthday Reward Candidate,Starbucks Rewards,EAT FREE,Birthday / Loyalty,Potential birthday reward or free item through the brand's loyalty/email program. Exact reward varies and must be verified before publishing.,0,,Conditional birthday freebie,"Join program in advance; account activity, location, minimum spend, or redemption window may apply.",Unknown,Nationwide / participating locations,US,,,NO,,Candidate — official reward terms must be checked,2026-08-18,Medium,NO,Do not publish exact item/value until official terms are verified.
353,Dunkin' Rewards — Birthday Reward Candidate,Dunkin' Rewards,EAT FREE,Birthday / Loyalty,Potential birthday reward or free item through the brand's loyalty/email program. Exact reward varies and must be verified before publishing.,0,,Conditional birthday freebie,"Join program in advance; account activity, location, minimum spend, or redemption window may apply.",Unknown,Nationwide / participating locations,US,,,NO,,Candidate — official reward terms must be checked,2026-08-18,Medium,NO,Do not publish exact item/value until official terms are verified.
354,Baskin-Robbins — Birthday Reward Candidate,Baskin-Robbins,EAT FREE,Birthday / Loyalty,Potential birthday reward or free item through the brand's loyalty/email program. Exact reward varies and must be verified before publishing.,0,,Conditional birthday freebie,"Join program in advance; account activity, location, minimum spend, or redemption window may apply.",Unknown,Nationwide / participating locations,US,,,NO,,Candidate — official reward terms must be checked,2026-08-18,Medium,NO,Do not publish exact item/value until official terms are verified.
355,Krispy Kreme Rewards — Birthday Reward Candidate,Krispy Kreme Rewards,EAT FREE,Birthday / Loyalty,Potential birthday reward or free item through the brand's loyalty/email program. Exact reward varies and must be verified before publishing.,0,,Conditional birthday freebie,"Join program in advance; account activity, location, minimum spend, or redemption window may apply.",Unknown,Nationwide / participating locations,US,,,NO,,Candidate — official reward terms must be checked,2026-08-18,Medium,NO,Do not publish exact item/value until official terms are verified.
356,IHOP Rewards — Birthday Reward Candidate,IHOP Rewards,EAT FREE,Birthday / Loyalty,Potential birthday reward or free item through the brand's loyalty/email program. Exact reward varies and must be verified before publishing.,0,,Conditional birthday freebie,"Join program in advance; account activity, location, minimum spend, or redemption window may apply.",Unknown,Nationwide / participating locations,US,,,NO,,Candidate — official reward terms must be checked,2026-08-18,Medium,NO,Do not publish exact item/value until official terms are verified.
357,Denny's — Birthday Reward Candidate,Denny's,EAT FREE,Birthday / Loyalty,Potential birthday reward or free item through the brand's loyalty/email program. Exact reward varies and must be verified before publishing.,0,,Conditional birthday freebie,"Join program in advance; account activity, location, minimum spend, or redemption window may apply.",Unknown,Nationwide / participating locations,US,,,NO,,Candidate — official reward terms must be checked,2026-08-18,Medium,NO,Do not publish exact item/value until official terms are verified.
358,Red Robin Royalty — Birthday Reward Candidate,Red Robin Royalty,EAT FREE,Birthday / Loyalty,Potential birthday reward or free item through the brand's loyalty/email program. Exact reward varies and must be verified before publishing.,0,,Conditional birthday freebie,"Join program in advance; account activity, location, minimum spend, or redemption window may apply.",Unknown,Nationwide / participating locations,US,,,NO,,Candidate — official reward terms must be checked,2026-08-18,Medium,NO,Do not publish exact item/value until official terms are verified.
359,Buffalo Wild Wings Blazin' Rewards — Birthday Reward Candidate,Buffalo Wild Wings Blazin' Rewards,EAT FREE,Birthday / Loyalty,Potential birthday reward or free item through the brand's loyalty/email program. Exact reward varies and must be verified before publishing.,0,,Conditional birthday freebie,"Join program in advance; account activity, location, minimum spend, or redemption window may apply.",Unknown,Nationwide / participating locations,US,,,NO,,Candidate — official reward terms must be checked,2026-08-18,Medium,NO,Do not publish exact item/value until official terms are verified.
360,Chick-fil-A One — Birthday Reward Candidate,Chick-fil-A One,EAT FREE,Birthday / Loyalty,Potential birthday reward or free item through the brand's loyalty/email program. Exact reward varies and must be verified before publishing.,0,,Conditional birthday freebie,"Join program in advance; account activity, location, minimum spend, or redemption window may apply.",Unknown,Nationwide / participating locations,US,,,NO,,Candidate — official reward terms must be checked,2026-08-18,Medium,NO,Do not publish exact item/value until official terms are verified.
361,Panera MyPanera — Birthday Reward Candidate,Panera MyPanera,EAT FREE,Birthday / Loyalty,Potential birthday reward or free item through the brand's loyalty/email program. Exact reward varies and must be verified before publishing.,0,,Conditional birthday freebie,"Join program in advance; account activity, location, minimum spend, or redemption window may apply.",Unknown,Nationwide / participating locations,US,,,NO,,Candidate — official reward terms must be checked,2026-08-18,Medium,NO,Do not publish exact item/value until official terms are verified.
